@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute MeanAttributeEntropy numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NoiseToSignalRatio numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute DecisionStumpKappa numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute NumberOfMissingValues numeric
@attribute J48.001.ErrRate numeric
@attribute HoeffdingAdwin.changes numeric
@attribute PercentageOfNumericFeatures numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute NaiveBayesErrRate numeric
@attribute MinMutualInformation numeric
@attribute MajorityClassPercentage numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute J48.00001.ErrRate numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute PercentageOfMissingValues numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute EquivalentNumberOfAtts numeric
@attribute DecisionStumpErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute Quartile3AttributeEntropy numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MinorityClassPerentage numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute REPTreeDepth3AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute Quartile1AttributeEntropy numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute REPTreeDepth1Kappa numeric
@attribute Dimensionality numeric
@attribute REPTreeDepth2AUC numeric
@attribute MinAttributeEntropy numeric
@attribute NaiveBayesDdm.changes numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinorityClassSize numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute MajorityClassSize numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute MaxAttributeEntropy numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute HoeffdingDDM.changes numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute NaiveBayesKappa numeric
@attribute HoeffdingDDM.warnings numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute NumberOfInstances numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.001.AUC numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute J48.0001.AUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute MeanMutualInformation numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth2AUC numeric
@attribute MinMeansOfNumericAtts numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute NumberOfFeatures numeric
@attribute NaiveBayesAUC numeric
@attribute DefaultAccuracy numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute MaxMutualInformation numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute RandomTreeDepth1AUC numeric
@attribute J48.0001.Kappa numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute REPTreeDepth2Kappa numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute J48.00001.AUC numeric
@attribute Quartile2MutualInformation numeric
@attribute J48.001.Kappa numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute NumberOfClasses numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute ClassEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute J48.0001.ErrRate numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute REPTreeDepth3Kappa numeric
@attribute DecisionStumpAUC numeric

@data
125881,1,-1,0,?,5,1,0,7.460878,0,0.024799,5,83.333333,3.372035,10.726997,0.10684,?,94.606324,1,0.029552,-1,0,-0.017157,119.589169,?,0.053937,0.040504,156.579297,5,?,47.946558,5.393676,0.645812,0.042777,17.165342,0.818539,0.053937,?,204.971169,61.205474,0,0.00124,0.816195,?,2,-1,261,?,-0.282704,109.922119,?,2.503828,4578,0.032031,?,0,2,107.54201,0.298884,1,62.005622,-1,0.053937,525.800301,4839,0,0.866008,7.728323,0.869074,0.86053,?,0.053937,0.762209,24.482007,16.666667,6,0.841264,0.946063,1,378.60648,0.499042,?,0,0.666498,0.720649,70.393669,0.55123,12.088756,0.559347,126.855547,0.809751,?,0.72636,0,2,-1,0.30289,3.741714,?,-0.750472,16.666667,0.025625,0,0.621113,0.666498
125884,1,-1,0,?,5,1,0.448815,1.36316,0,0.180422,0,83.333333,0.779177,1,0.240377,?,70.651369,1,0.195781,-1,0,-0.857997,1.761493,?,0.247409,0.236306,1,0,?,0.337707,29.348631,0.486858,0.236677,-0.307974,0.747711,0.242968,?,-0,1,0.453445,0.00111,0.747711,?,0,-1,1586,?,0.342756,1,?,0.484052,3818,0.236677,?,0.381637,0,1.658248,0.463385,0,1,-1,0.242783,0,5404,0.264716,0.831654,1.481844,0.782639,0.822708,?,0.274241,0.798131,-0,16.666667,6,0.817349,0.706514,0,0,0.744367,?,0,0.740245,0.50599,-0,0.433833,1,0.462289,0,0.784323,?,0.545593,0,2,-1,0.873182,-0.659993,?,0.209417,16.666667,0.190785,0,0.462289,0.740487
125885,1,-1,0,?,64,0,0.00947,2.71888,0,0.576875,1,98.461538,2.219994,0.001498,0.20875,?,1,1,0.60625,-1,0,-0.172918,181.679752,?,0.980625,0.92875,0.051571,1,?,10.50199,1,0.387626,0.96125,3.254469,0.866352,0.960625,?,0.015625,0.016838,0.00947,0.040625,0.834488,?,6,-1,16,?,1.154747,0.021279,?,1.757953,16,0.930625,?,0.029672,5,8.291523,0.789141,28,0.015704,-1,0.980625,0.041259,1600,0.010101,0.748195,12.433552,0.767882,0.847388,?,0.98,0.813524,0.000155,0,65,0.992446,0.01,22,0.020372,0.717385,?,0,0.714539,0.40404,0.008621,0.061869,0.011013,0.02904,0.015066,0.780809,?,0.417298,0,100,-1,6.643856,1.224904,?,0.687132,1.538462,0.59,0,0.059975,0.724642
125886,1,-1,0,?,64,0,0.010101,2.011824,0,0.58875,2,98.461538,1.389198,0.000238,0.48125,?,1,1,0.631875,-1,0,-0.122166,8.374628,?,0.98,0.93125,0.000383,2,?,3.783491,1,0.361742,0.9625,4.255619,0.874022,0.960625,?,0.000605,0.000292,0.00947,0.040625,0.840812,?,4,-1,16,?,0.621317,0.000334,?,1.709388,16,0.934375,?,0.029672,5,5.504425,0.513889,22,0.000271,-1,0.980625,0.000737,1600,0.00947,0.76403,2.303944,0.783381,0.869703,?,0.980625,0.827675,0.000541,0,65,0.968909,0.01,18,0.000646,0.727177,?,0,0.701524,0.38952,0.000549,0.059343,0.000252,0.027778,0.000584,0.789209,?,0.405303,0,100,-1,6.643856,1.158938,?,0.289713,1.538462,0.604375,0,0.056187,0.727642
125887,1,-1,0,?,64,0,0.00838,3.548598,0,0.555347,1,98.461538,3.139084,0.010187,0.325203,?,1.000625,1,0.572858,-1,0,0.965833,119.07299,?,0.981864,0.929956,0.073778,1,?,15.627502,0.938086,0.421353,0.964978,11.244813,0.832965,0.961851,?,0.015625,0.026962,0.009012,0.04065,0.787624,?,4,-1,15,?,2.244169,0.032758,?,2.852241,16,0.936836,?,0.028427,2,15.958741,0.671512,37,0.022659,-1,0.981238,0.036817,1599,0.009658,0.755294,8.889021,0.765198,0.829201,?,0.980613,0.783718,0.002637,0,65,0.971027,0.010006,22,0.02068,0.698988,?,0,0.692713,0.439043,0.010456,0.060644,0.015994,0.025357,0.015445,0.774479,?,0.439043,0,100,-1,6.643828,6.313512,?,0.957972,1.538462,0.555347,0,0.053753,0.697218
125888,1,-1,0,?,41,1,0.422812,5.702184,0,0.178199,3,97.619048,3.791438,0.030143,0.242654,?,66.255924,1,0.205687,-1,0,-0.229141,808.102133,?,0.290995,0.211374,11.895889,3,?,44.450906,33.744076,0.525955,0.228436,11.698813,0.816385,0.236019,?,2.683522,1.594396,0.420909,0.03981,0.785347,?,3,-1,356,?,1.409105,2.030064,?,2.61046,699,0.206635,?,0.459885,3,46.61327,0.517221,2,0.831308,-1,0.2891,37.05564,1055,0.389087,0.821326,26.79509,0.817402,0.831818,?,0.299526,0.777612,-0.197129,2.380952,42,0.890438,0.662559,2,2.613381,0.757469,?,0,0.729732,0.550455,0.101896,0.5156,0.241071,0.4765,1.131106,0.817828,?,0.583088,0,2,-1,0.922349,3.354991,?,-1.758857,2.380952,0.198104,0,0.52002,0.757997
125889,1,-1,0,?,24,0,0.499538,2.535491,0,0.008981,11,96,1.5217,0.802801,0.474157,?,40.414223,1,0.009348,-1,0,-1.604481,14.332168,?,0.301136,0.221591,1.715435,12,?,2.364569,6.01173,0.985889,0.178519,-0.078581,0.937008,0.224523,?,2.045792,1.25124,0.500443,0.004582,0.876768,?,32,-1,328,?,0.723315,1.400883,?,1.175643,2205,0.104655,?,0.637903,34,5.974661,0.35888,80,1.287011,-1,0.300587,3.351113,5456,0.408912,0.995763,3.828738,0.995763,0.915211,?,0.355022,0.871984,0.910273,0,25,0.785115,0.404142,99,2.734725,0.781866,?,0,0.759025,0.986451,1.269488,0.63978,1.11904,0.72089,2.158132,0.99588,?,0.986451,0,4,-1,1.714633,-0.96823,?,0.017558,4,0.008981,0,0.835473,0.781589
125890,1,-1,0,?,256,0,0.106191,1.101155,0,0.289391,9,99.610895,0.808366,0.197897,0.145637,?,10.169492,1,0.304457,-1,0,-1.999113,19.536076,?,0.804143,0.658506,0.500062,6,?,-0.965382,9.730069,0.661692,0.660389,-1.441543,0.845578,0.724419,?,0.328625,0.455351,0.106191,0.161331,0.782676,?,1,-1,155,?,0.447586,0.487218,?,0.747718,162,0.49027,?,0.195162,1,-0.788082,0.838185,1,0.468469,-1,0.804143,0.646579,1593,0.088075,0.871312,4.640765,0.876976,0.786203,?,0.820465,0.744912,0.040804,0,257,0.985197,0.101695,2,0.390772,0.683771,?,0,0.644709,0.675636,0.258788,0.268361,0.438107,0.266024,0.324859,0.878648,?,0.678424,0,10,-1,3.321819,-1.785478,?,-0.613067,0.389105,0.291902,0,0.455042,0.683771
125891,1,-1,0,?,33,1,0,2.934566,0,0,1,97.058824,3.64214,0.058961,0.331788,?,65.327151,1,0,-1,0,-1.855258,1657.911699,?,0.346728,0.305513,1774590.089,1,?,91.35875,34.672849,1,0.244719,0.184082,0.886716,0.343122,?,106447.785866,123291.945561,0,0.017517,0.810389,?,1,-1,673,?,0.209412,222.893505,?,0.850545,1268,0.146832,?,0.015335,1,11.317679,0.387945,0,0.482352,-1,0.346728,1650738.705307,1941,0,1,39.252671,1,0.773509,?,0.346728,0.709198,-0.131305,2.941176,34,0.877389,0.653272,0,121.024472,0.499629,?,0,0.63861,1,0.204276,0.310458,0.27229,0.536545,0.610529,1,?,1,0,2,-1,0.931112,-1.062447,?,-0.927626,2.941176,0,0,0.705173,0.649386
125892,1,4.936399,0,0.162756,2,0,0.067775,-0.001229,0,0,0,50,-0.004707,0.288658,0,4.245431,6.347611,2,0,31,0,-1.200223,-1.199997,1,0.87307,0,0.289301,0,4.936399,-1.20011,3.051484,1,0,-1.20011,1,0,4.936399,0.500311,0.28898,1,0.000087,1,4.936399,19,31,1397,4.936399,-0.008184,0.289301,4.245431,-0.004707,2906,0,4.936399,1,19,-1.199997,1,9,0.28898,31,0,0.500983,45781,1,1,-0.001229,1,1,4.245431,0,1,0.499639,0,4,1,0.063476,9,0.500983,1,4.245431,0,1,1,0.499639,1,0.288658,1,0.500311,1,4.245431,1,0,20,0,4.245431,-1.200223,4.245431,-0.008184,50,0,0,1,0.563127
125894,1,0.800923,0,166.888267,9,2,0,5.708682,0,0.286449,0,81.818182,3.279523,0.318492,0.435678,0.004771,71.35506,2,0.286449,2,0,-0.569724,149.356594,181.129292,0.286449,0.32247,288.918529,0,0.800923,29.718552,28.64494,0,0.286449,11.220691,0.498503,0.286449,0.800923,60.144871,82.431577,0,0.018868,0.498503,0.800923,1,2,167,0.800923,-0.03641,212.779173,0.004771,3.201383,416,0.286449,0.800923,0,1,43.406256,0.241453,15,6.209522,2,0.286449,290.576329,583,0,0.498503,10.509998,0.498503,0.69926,0.004771,0.286449,0.688364,0.947064,18.181818,11,0.715009,0.713551,5,95.312178,0.498503,0.004771,0,0.647225,0,2.313979,0.130099,0.940485,0,6.48319,0.498503,0.004771,0,0,2,0,0.86409,-0.092041,0.004771,-0.284692,18.181818,0.286449,0,0,0.629664
125897,1,-1,0,?,72,1,0,0.511245,0,0.063141,3,98.630137,0.085888,0.242858,0.303867,?,93.685872,1,0.063141,-1,0,-0.977773,77.471702,?,0.063141,0.063931,77.41011,9,?,1.485972,6.314128,0,0.063141,0.201847,0.5,0.063141,?,296.494606,7.570161,0,0.028808,0.5,?,13,-1,160,?,-0.653089,7.043593,?,0.047112,2374,0.063141,?,0,2,1.053276,0.164752,8,6.228337,-1,0.063141,10164.198442,2534,0,0.5,7.370639,0.5,0.781135,?,0.063141,0.744511,-10.51141,1.369863,73,0.821751,0.936859,22,20.7842,0.5,?,0,0.675244,0,1.837448,0.009143,1.166094,0,4.815863,0.5,?,0,0,2,-1,0.33979,-0.263103,?,-1.307326,1.369863,0.063141,0,0,0.732766
125898,1,-1,0,?,35,0,0.311383,3.916599,0,0,5,97.222222,2.38994,0.0573,0.035748,?,27.234243,1,0,-1,0,-1.366438,298.575671,?,0.547037,0.242239,930.919143,9,?,17.686048,2.492944,1,0.390875,2.996814,0.933251,0.428504,?,106.212907,60.498826,0.311383,0.016933,0.863908,?,0,-1,53,?,0.115675,17.192814,?,1.65578,579,0.272342,?,0.475707,0,15.084694,0.957441,0,2.949386,-1,0.547037,1702.877234,2126,0.27239,1,17.337132,1,0.959665,?,0.553151,0.883863,0.003293,0,36,0.990853,0.272342,0,93.579492,0.74853,?,0,0.778602,1,0.126058,0.706407,0.363094,0.516112,3.659925,1,?,1,0,10,-1,2.913356,-0.296348,?,-0.994242,2.777778,0,0,0.66888,0.74853
125899,1,-1,0,?,20,1,0,0.000223,0,0.085185,0,95.238095,0.000029,0.288813,0.112963,?,91.481481,1,0.085185,-1,0,-1.502778,-1.202017,?,0.085185,0.094444,156.028843,0,?,-1.218347,8.518519,0,0.085185,-1.203379,0.5,0.085185,?,18.575019,10.68835,0,0.038889,0.5,?,0,-1,46,?,-0.000513,0.289053,?,-0,494,0.085185,?,0,0,-1.202897,0.296034,2,0.288957,-1,0.085185,270.5,540,0,0.5,0.00127,0.5,0.751848,?,0.085185,0.711979,0.499913,4.761905,21,0.850995,0.914815,6,0.500107,0.5,?,0,0.663286,0,0.499988,0.015585,0.288872,0,0.500038,0.5,?,0,0,2,-1,0.420191,-1.20369,?,-0.00083,4.761905,0.085185,0,0,0.750418
125901,1,-1,0,?,14,1,0.12924,122.325372,0,0.202003,27,93.333333,71.727688,29.292603,0.463485,?,55.12016,1,0.229573,-1,0,2055.696861,14973.179265,?,0.411415,0.359012,5891.285043,26,?,8901.155132,44.87984,0.530979,0.361682,9348.949044,0.67528,0.381108,?,4316.882029,1767.288482,0.122626,0.001001,0.653738,?,22,-1,6723,?,22.472026,3343.823789,?,84.599835,8257,0.326569,?,0.233065,22,14965.658149,0.111304,10,627.155815,-1,0.40474,4644.022379,14980,0.148096,0.830512,122.371437,0.821413,0.678857,?,0.406542,0.644431,4009.767694,6.666667,15,0.544116,0.551202,12,4466.128208,0.561388,?,0,0.573361,0.561197,4193.079257,0.267362,37.984672,0.271386,4271.627603,0.806457,?,0.589102,0,2,-1,0.992422,2712.472506,?,-13.613343,6.666667,0.216222,0,0.328152,0.57309
125902,1,-1,0,?,51,0,0,10.450956,0,0.471396,17,98.076923,7.438544,0.839462,0.834586,?,41.745669,1,0.514547,-1,0,-0.972489,2941.764147,?,0.582543,0.55917,1.506366,14,?,227.96568,7.943772,0.230293,0.569794,15.270044,0.650536,0.577313,?,-0.000551,0.991644,0,0.0085,0.614779,?,5,-1,486,?,1.332608,1.003668,?,3.141601,2554,0.545276,?,0.091102,9,137.354915,0.05474,47,0.997193,-1,0.582543,0.052955,6118,0,0.739298,53.767262,0.731939,0.661686,?,0.582543,0.630236,-0.040911,0,52,0.620497,0.417457,41,0.002846,0.499905,?,0,0.596929,0.288295,-0.00816,0.134801,0.972786,0.037656,-0.002469,0.720188,?,0.325014,0,6,-1,2.300007,1.3299,?,-1.875151,1.923077,0.488722,0,0.179144,0.595804
125905,1,-1,0,?,4,1,0.622064,0.777944,0,0.021137,2,80,-0.119118,2.101013,0.158892,?,55.539359,1,0.021137,-1,0,-0.754853,1.258375,?,0.193149,0.066327,5.869047,2,?,0.137609,44.460641,0.95718,0.114431,0.023457,0.940097,0.099125,?,0.640515,3.780713,0.622064,0.003644,0.9102,?,1,-1,610,?,-0.863947,5.479293,?,-0.271349,762,0.074344,?,0.800525,1,1.065973,0.676362,0,3.576396,-1,0.193149,1.922353,1372,0.562054,0.985481,1.086982,0.985481,0.976408,?,0.22449,0.933045,-1.191657,20,5,0.939607,0.555394,0,1.791172,0.834496,?,0,0.814816,0.95718,-0.785309,0.867454,2.28645,0.769236,0.915681,0.985481,?,0.95718,0,2,-1,0.991128,-0.676604,?,-1.020753,20,0.021137,0,0.851504,0.834496
125906,1,-1,0,?,4,1,0,3.202679,0,0.237968,2,80,2.25706,5.839307,0.244652,?,76.203209,1,0.237968,-1,0,-0.255677,15.737133,?,0.237968,0.239305,1459.826781,1,?,10.130699,23.796791,0,0.237968,12.52067,0.636487,0.241979,?,356.994987,374.534549,0,0.006684,0.5,?,0,-1,178,?,1.029444,1100.964264,?,2.539057,570,0.237968,?,0.020631,0,15.737133,0.149662,6,16.236055,-1,0.237968,1378.676471,748,0,0.5,3.202679,0.5,0.707412,?,0.237968,0.705943,5.514706,20,5,0.66678,0.762032,2,1042.577874,0.5,?,0,0.679731,0,6.512701,0.188022,6.403329,0,21.894385,0.5,?,0,0,2,-1,0.791645,2.134294,?,0.747446,20,0.237968,0,0.123822,0.677765
125909,1,4.290536,0,2.33225,32,0,0.095481,1.067679,68100,0,8,91.428571,1.114558,0,0.247854,0.054777,24.320458,3,0,57,69.589209,-1.258508,88.234768,1.957457,0.712089,0.309728,21.925648,7,5.575768,4.477053,9.799714,1,0,-0.300106,1,0.699928,3.005303,2.897313,2.640795,1,0.012518,1,3.005303,5,6,274,4.290536,0.298765,2.898844,0.054777,0.665218,680,0,5.575768,0.10215,5,0.011797,0.692601,2,2.349033,24.333333,0,9.33387,2796,0.093842,1,6.523062,1,0.916674,1.287579,0.705293,0.65027,0.437625,0,35,0.954109,0.243205,6,3.978966,1,2.520382,0,0.601356,1,1.197059,0.615337,0.970661,1,3.008203,1,1.287579,1,99.964235,6,28.360771,2.520382,-0.551179,2.520382,0,8.571429,0,2795,1,0.598847
125910,1,1.296948,0,22.583611,18,4,0.261188,1.301212,999,0.427778,0,45,1.187927,0.193354,0.32963,0,57.777778,22,0.427778,72,4.625,-1.749179,135.863848,17.865233,0.324074,0.374074,8728.998307,0,1.393806,10.22534,42.222222,0.075754,0.405556,1.429369,0.619721,0.396296,0.36056,2198.883738,506.960278,0.094402,0.074074,0.619721,-0,1,2,228,1.125252,-0.183887,8.302573,0.00779,0.413595,312,0.405556,4.990636,0.166089,1,5.400897,0.324393,6,4.758435,8.157895,0.407407,37287.531481,540,0.01414,0.557966,11.48198,0.557966,0.678112,0.054994,0.464815,0.610555,0.038144,10,40,0.741003,0.577778,6,61.366191,0.579123,0.216414,0,0.546095,0.075754,2.129278,0.22321,1.095676,0.157332,32.837314,0.557966,0.0469,0.075754,48.703704,2,16.039061,0.982474,0.355101,0.093837,-1.941555,55,0.427778,263,0.157332,0.685694
125911,1,-1,0,?,32,0,0.223926,2.372399,0,0.497417,37,96.969697,0.95331,0.000954,0.582599,?,29.879469,1,0.509268,-1,0,7.596197,193.779235,?,0.550998,0.553226,0.013351,39,?,47.792341,10.108376,0.306575,0.556872,32.212241,0.679812,0.562747,?,0.00131,0.00534,0.21568,0.003342,0.656933,?,100,-1,998,?,-0.52896,0.008791,?,0.251043,2950,0.552821,?,0.219918,67,52.856346,0.229688,158,0.004345,-1,0.556872,0.011116,9873,0.157286,0.711926,7.170085,0.720498,0.715152,?,0.601742,0.68154,-0.000015,0,33,0.718399,0.298795,155,0.00096,0.656933,?,0,0.639414,0.326104,-0.000001,0.228049,0.001689,0.21568,0.000012,0.728747,?,0.338944,0,5,-1,2.193424,10.685466,?,-1.883474,3.030303,0.505925,0,0.227801,0.655103
125913,1,-1,0,?,11,1,0,5.692705,0,0.167518,0,91.666667,21.787029,0.631545,0.183038,?,83.158106,1,0.168419,2,0,-1.045678,27126.613848,?,0.168419,0.168244,7222259.538688,3,?,3403.122584,16.841894,0,0.168469,12.440396,0.592082,0.168669,?,2044850.520236,1016135.833155,0,0.0003,0.561037,?,1,2,6728,?,-0.447181,431349.646633,?,2.817419,33220,0.167543,?,0.021469,0,41.228826,0.022983,28,56355.45067,2,0.168419,16016715.903249,39948,0,0.511342,159.053648,0.5,0.622231,?,0.168419,0.593875,1.463853,8.333333,12,0.599677,0.831581,11,157749.905052,0.5,?,0,0.567405,0,1.995069,0.020258,17.003401,0.005973,28824.463953,0.5,?,0.012167,0,2,0,0.654075,-0.975848,?,-0.882097,8.333333,0.168419,0,0.020552,0.577419
125914,1,0.834996,0,15.063524,0,23,0.774098,0,0,0.072546,0,0,0,0,0.072094,0,55.694256,31,0.076255,3,0,0,0,19.057465,0.111081,0.175305,0,0,0.995608,0,44.305744,0.84501,0.087381,0,0.95457,0.17621,0.571059,0,0,0.774098,0.002804,0.952093,0.256139,0,2,4898,0.700371,0,0,0.001051,0,6157,0.082858,1.580462,0.633069,0,0,0.853443,10,0,2.266667,0.111081,0,11055,0.515776,0.957018,0,0.954916,0.905275,0.051981,0.23763,0.871164,0,74.193548,31,0.980496,0.556943,8,0,0.893482,0.499483,0,0.82305,0.84501,0,0.648277,0,0.822281,0,0.955073,0.004245,0.852093,0,2,0.449776,0.990624,0,0.039757,0,100,0.076255,0,0.83138,0.884853
125915,1,3.267951,0,1.182994,77,3,0.16129,0.972162,1396,0,3,93.902439,0.784106,0.013233,0.144444,0.997772,13.888889,5,0,1080,1.576332,-0.741697,62.193334,1.999345,0.722222,0.599074,1.295169,3,7.807473,4.50568,9.722222,1,0.861111,0.879688,0.498421,0.692593,0.997772,0.671887,0.158214,0,0.075926,0.498421,0.997772,7,2,105,0.998608,0.029959,0.23057,0.997772,0.4581,150,0.861111,10.076816,0.203243,7,2.267021,0.834641,3,0.066432,271.5,0.861111,3.843934,1080,0.110188,1,4.730125,1,0.831089,1.497004,0.771296,0.773493,0.120889,3.658537,82,0.986115,0.138889,6,0.79243,0.498421,2.993027,0,0.665367,1,0.194287,0.311265,0.032241,0,0.378519,1,0.998608,1,48.888889,8,539,2.993027,0.200577,2.494631,-0.87958,6.097561,0,528,0,0.785105
1701,1,0.251535,0,4.6739,6,4,0.450333,3.746282,22175,0.197105,0,15.384615,2.022468,0.871208,0.246102,0,76.169265,33,0.197105,9,63.317343,-0.975909,13.117367,26.839184,0.228285,0.229399,1871.399107,0,0.238563,4.60703,0,0.267904,0.19265,1.616321,0.822151,0.242762,0,348.504268,405.17327,0.141642,0.04343,0.713366,-0,0,1,0,0,0.96523,771.859043,0,1.651046,684,0.171492,1.821522,-0.005217,1,12.646796,0.556959,15,69.853385,2.3125,0.218263,1263.094655,898,0,0.593993,3.753224,0.593993,0.778991,0.044332,0.238307,0.696573,1.198549,10.25641,39,0.931591,0.761693,6,901.263669,0.569269,0.40909,0,0.636958,0.267904,3.025695,0.094364,10.505436,0.300865,21.22216,0.593993,0,0.267904,100,6,2.070336,1.189834,-0.410371,0.020647,0.072828,84.615385,0.197105,898,0.418951,0.865274
1702,1,0.590148,0,29.814463,0,35,0.339644,0,0,0.007822,3,0,0,0,0.121089,0,52.221527,37,0.007822,3,0,0,0,52.140402,0.339487,0.054443,0,4,0.913233,0,47.778473,0.984326,0.013767,0,0.997616,0.054443,0.28756,0,0,0.972417,0.011577,0.997616,0.004094,3,2,1527,0.6795,0,0,0.000778,0,1669,0.013767,0.995652,0.89085,3,0,0.756971,0,0,2.055556,0.013767,0,3196,0.89085,0.996062,0,0.996062,0.945136,0.019152,0.054443,0.945136,0,94.594595,37,0.952042,0.522215,0,0,0.997616,0.198267,0,0.945136,0.984326,0,0.89085,0,0.972417,0,0.996062,0.005426,0.984326,0,2,0.232311,0.998576,0,0.018486,0,100,0.007822,0,0.972417,0.671403
1705,1,-1,0,?,16,0,0.03277,2.280844,0,0.15865,67,94.117647,1.199211,0,0.36025,?,4.065,1,0.15865,-1,0,-1.625784,446.006637,?,0.9293,0.1769,127.220248,70,?,44.379823,3.67,0.834998,0.20315,5.11199,0.95443,0.1769,?,13.741531,9.415503,0.788715,0.00085,0.95443,?,0,-1,734,?,-0.503259,16.286275,?,0.287522,813,0.20315,?,0.816017,0,24.576128,0.625325,0,3.108695,-1,0.20315,367.207965,20000,0.816017,0.937968,21.16622,0.937968,0.908014,?,0.1769,0.908014,-23.499115,0,17,0.955921,0.04065,0,18.875774,0.95443,?,0,0.908014,0.834998,0,0.816017,1.043964,0.788715,2.168142,0.937968,?,0.834998,0,26,-1,4.699811,1.487142,?,-21.16622,5.882353,0.15865,0,0.788715,0.657455
1710,1,-1,0,?,4,0,0.302671,2.849479,0,0.1984,0,80,1.437037,0,0.104,?,46.08,1,0.1984,-1,0,-1.816523,446.006637,?,0.376,0.2144,7947.066342,0,?,22.543545,7.84,0.637396,0.2144,7.146774,0.852567,0.2144,?,77.188618,35.389946,0.602374,0.008,0.852567,?,0,-1,49,?,-0.160484,19.512309,?,0.749298,288,0.2144,?,0.625732,1,12.799787,0.807122,9,10.064494,-1,0.2144,13207.129353,625,0.625732,0.840682,21.16622,0.840682,0.834431,?,0.2144,0.834431,-23.499115,0,5,0.963095,0.4608,10,48.913953,0.852567,?,0,0.834431,0.637396,3.492257,0.625732,3.239088,0.602374,30.405797,0.840682,?,0.637396,0,3,-1,1.318116,1.397176,?,-21.16622,20,0.1984,0,0.602374,0.646919
1711,1,-1,0,?,216,0,0.103889,2.279779,0,0.1375,16,99.539171,1.025058,0,0.0765,?,10,1,0.1375,-1,0,-1.816523,446.006637,?,0.8065,0.193,7947.066342,3,?,15.861199,10,0.847222,0.1575,2.125606,0.948628,0.193,?,147.653655,39.537897,0.825,0.1085,0.948628,?,1,-1,200,?,-0.196745,26.656455,?,0.454272,200,0.1575,?,0.785556,9,10.269612,0.915,4,10.650001,-1,0.1575,13207.129353,2000,0.785556,0.92771,21.16622,0.92771,0.892778,?,0.193,0.892778,-23.499115,0,217,0.991907,0.1,0,69.869565,0.948628,?,0,0.892778,0.847222,9.054,0.785556,4.448096,0.825,30.405797,0.92771,?,0.847222,0,10,-1,3.321928,-0.054238,?,-21.16622,0.460829,0.1375,0,0.825,0.720747
