@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute num_nodes numeric
@attribute cost_matrix_avg numeric
@attribute cost_matrix_std numeric
@attribute cost_matrix_skew numeric
@attribute stdTime numeric
@attribute mst_length numeric
@attribute mst_length_avg numeric
@attribute mst_length_std numeric
@attribute mst_length_skew numeric
@attribute mst_degree_avg numeric
@attribute mst_degree_std numeric
@attribute mst_degree_skew numeric
@attribute mstTime numeric
@attribute cluster_distance_avg numeric
@attribute cluster_distance_std numeric
@attribute cluster_distance_skew numeric
@attribute clusterTime numeric
@attribute tour_const_heu_avg numeric
@attribute tour_const_std numeric
@attribute tour_const_skew numeric
@attribute ls_impov_per_step_avg numeric
@attribute ls_impov_per_step_std numeric
@attribute ls_impov_per_step_skew numeric
@attribute ls_steps_2lm_avg numeric
@attribute ls_steps_2lm_std numeric
@attribute ls_steps_2lm_skew numeric
@attribute ls_maxdist_avg numeric
@attribute ls_maxdist_std numeric
@attribute ls_maxdist_skew numeric
@attribute ls_bestsol_avg numeric
@attribute ls_bestsol_std numeric
@attribute ls_bestsol_skew numeric
@attribute ls_backbone_avg numeric
@attribute ls_backbone_std numeric
@attribute ls_backbone_skew numeric
@attribute lpTime numeric
@attribute bc_improv_per_cut_avg numeric
@attribute bc_improv_per_cut_std numeric
@attribute bc_improv_per_cut_skew numeric
@attribute bc_upper_lower_ratio numeric
@attribute bc_no1s_min numeric
@attribute bc_no1s_q25 numeric
@attribute bc_no1s_q50 numeric
@attribute bc_no1s_q75 numeric
@attribute bc_no1s_max numeric
@attribute bc_p1s numeric
@attribute bc_pn1s numeric
@attribute bcTime numeric
@attribute acc numeric
@attribute acfTime numeric
@attribute angle_min numeric
@attribute angle_median numeric
@attribute angle_mean numeric
@attribute angle_max numeric
@attribute angle_sd numeric
@attribute angle_span numeric
@attribute angle_coef_of_var numeric
@attribute centroid_centroid_x numeric
@attribute centroid_centroid_y numeric
@attribute centroid_dist_min numeric
@attribute centroid_dist_median numeric
@attribute centroid_dist_mean numeric
@attribute centroid_dist_max numeric
@attribute centroid_dist_sd numeric
@attribute centroid_dist_span numeric
@attribute centroid_dist_coef_of_var numeric
@attribute cluster_01pct_number_of_clusters numeric
@attribute cluster_01pct_mean_distance_to_centroid numeric
@attribute cluster_05pct_number_of_clusters numeric
@attribute cluster_05pct_mean_distance_to_centroid numeric
@attribute cluster_10pct_number_of_clusters numeric
@attribute cluster_10pct_mean_distance_to_centroid numeric
@attribute bounding_box_10_ratio_of_cities_outside_box numeric
@attribute bounding_box_20_ratio_of_cities_outside_box numeric
@attribute bounding_box_30_ratio_of_cities_outside_box numeric
@attribute chull_area numeric
@attribute chull_points_on_hull numeric
@attribute distance_distances_shorter_mean_distance numeric
@attribute distance_distinct_distances numeric
@attribute distance_mode_frequency numeric
@attribute distance_mode_quantity numeric
@attribute distance_mode_mean numeric
@attribute distance_mean_tour_length numeric
@attribute distance_sum_of_lowest_edge_values numeric
@attribute distance_min numeric
@attribute distance_median numeric
@attribute distance_mean numeric
@attribute distance_max numeric
@attribute distance_sd numeric
@attribute distance_span numeric
@attribute distance_coef_of_var numeric
@attribute modes_number numeric
@attribute mst_depth_min numeric
@attribute mst_depth_median numeric
@attribute mst_depth_mean numeric
@attribute mst_depth_max numeric
@attribute mst_depth_sd numeric
@attribute mst_depth_span numeric
@attribute mst_depth_coef_of_var numeric
@attribute mst_dists_min numeric
@attribute mst_dists_median numeric
@attribute mst_dists_mean numeric
@attribute mst_dists_max numeric
@attribute mst_dists_sd numeric
@attribute mst_dists_span numeric
@attribute mst_dists_coef_of_var numeric
@attribute mst_dists_sum numeric
@attribute nnds_min numeric
@attribute nnds_median numeric
@attribute nnds_mean numeric
@attribute nnds_max numeric
@attribute nnds_sd numeric
@attribute nnds_span numeric
@attribute nnds_coef_of_var numeric
@attribute popbestmin numeric
@attribute popbestmed numeric
@attribute popbestavg numeric
@attribute popbestmax numeric
@attribute popavgmin numeric
@attribute popavgmed numeric
@attribute popavgavg numeric
@attribute popavgmax numeric

@data
rue_2000-585,1,2000,528452.5739,0.475513,5.579574,0.28,0.027614,0.027628,0.468026,4.357864,1.999,0.331828,9.626056,0.15,0.052168,0.069508,5.439969,29.76,0.035787,0,0,0.00639,0.001683,-22515872544786.3,0.04675,0.00125,-45035996273.7275,0.144,0.02,0,61.58776,0.02198,-57011.904709,0.885347,0.210193,-0.776493,1.66,0.002288,2.5204,0.420564,0.016254,0.041667,0.5,0.5,0.5,0.958333,0.862,0.28,0.34,1018.117888,1.83,0.001303,1.533332,1.527141,3.138329,0.905838,3.137026,0.593159,0.500237,0.501635,0.013387,0.408834,0.387531,0.701473,0.145196,0.688086,0.374668,1,0.387531,1,0.387531,1,0.387531,0.3835,0.651,0.8395,0.993504,0.0085,0.512566,1,2000,0,0,2114.637119,23.782044,0,0.519212,0.528395,1.39753,0.251599,1.39753,0.476157,1,1,5,25.0855,187,42.249813,186,1.684232,0.000528,0.014313,0.014606,0.045888,0.006837,0.04536,0.468143,0.000014,0,0.297988,0.334137,0.979906,0.240001,0.979906,0.718273,0.994623,0.996488,0.996773,0.999643,0.993823,0.996216,0.996304,0.999217
rue_2000-586,1,2000,517196.096068,0.476826,4.802475,0.28,0.028745,0.028759,0.466102,3.322368,1.999,0.337437,5.975144,0.15,0.054649,0.104384,1.458717,32.95,0.037537,0,0,0.005975,0.000267,0.405222,0.0489,0.001375,-1.950691,0.15385,0.003702,-0.499762,63.886737,0.030338,-1.15218,0.810045,0.297533,-0.779716,1.73,0.002425,2.426284,0.430059,0.015737,0.083333,0.5,0.5,0.5,0.833333,0.8845,0.2335,0.35,791.638258,1.83,0.000926,1.512629,1.550054,3.137808,0.912387,3.136883,0.588616,0.496594,0.488709,0.003744,0.396585,0.37847,0.694749,0.144485,0.691004,0.381762,1,0.37847,1,0.37847,1,0.37847,0.351,0.627,0.826,0.992483,0.009,0.515092,1,2000,0,0,2068.989214,24.137648,0,0.506193,0.516989,1.387613,0.246846,1.387613,0.477469,1,1,5,17.89,128,27.936788,127,1.561587,0.000239,0.014544,0.014875,0.044842,0.006935,0.044603,0.466219,0.000014,0,0.291986,0.328203,0.981242,0.230907,0.981242,0.703549,0.994713,0.996358,0.99668,0.999404,0.994297,0.996464,0.996556,0.999264
rue_2000-587,1,2000,514263.584455,0.475043,5.348863,0.28,0.028482,0.028496,0.46483,4.363977,1.999,0.340023,7.972962,0.14,0.053516,0.092158,5.122973,30.98,0.036745,0,0,0.007163,0.001644,-1.240066,0.0468,0.00283,2.298242,0.1395,0.018174,-1.222156,63.639716,0.054756,5.887355,0.806452,0.295393,-0.81503,1.7,0.001974,2.750002,0.370924,0.016027,0.125,0.5,0.5,0.5,0.875,0.8845,0.235,0.37,1005.800184,1.83,0.000688,1.578314,1.546649,3.141282,0.916113,3.140594,0.592321,0.509861,0.505692,0.010313,0.393294,0.377563,0.69166,0.140192,0.681347,0.371307,1,0.377563,1,0.377563,1,0.377563,0.344,0.638,0.835,0.992255,0.0095,0.512912,1,2000,0,0,2058.353159,24.017786,0,0.505139,0.514331,1.367923,0.244661,1.367923,0.475688,2,1,5,16.245,116,24.082295,115,1.482444,0.000116,0.014472,0.014664,0.043309,0.006818,0.043193,0.464947,0.000014,0,0.30438,0.344417,0.969689,0.237574,0.969689,0.689787,0.995135,0.996847,0.996942,0.999493,0.994151,0.996446,0.996566,0.999232
rue_2000-588,1,2000,518117.002005,0.476306,5.060704,0.29,0.027812,0.027826,0.477345,3.337734,1.999,0.334457,7.058278,0.14,0.053586,0.070955,-1.156665,31.86,0.035972,0,-0,0.009621,0.003922,356140245500788,0.047,0.0035,-395452076080.171,0.154,0.0085,126435342681.517,62.491594,0.09391,-3557123.361048,0.834028,0.235455,-1.401047,1.66,0.002482,2.520161,0.406683,0.016822,0.083333,0.5,0.5,0.5,0.916667,0.8445,0.314,0.36,963.310783,1.83,0.000999,1.516883,1.538904,3.138365,0.913636,3.137366,0.593692,0.5011,0.496646,0.006162,0.391911,0.380135,0.695966,0.143181,0.689805,0.376658,1,0.380135,1,0.380135,1,0.380135,0.353,0.6345,0.8425,0.988557,0.012,0.513827,1,2000,0,0,2074.999507,22.997437,0,0.508642,0.518491,1.388135,0.247294,1.388135,0.47695,2,1,5,19.457,149,31.3848,148,1.613034,0.000171,0.013986,0.014435,0.041405,0.006892,0.041234,0.477465,0.000014,0,0.290956,0.335658,0.985845,0.239049,0.985845,0.712179,0.994995,0.996902,0.997022,0.999506,0.993831,0.996178,0.996311,0.999213
rue_2000-589,1,2000,524576.071151,0.474417,5.96423,0.29,0.02793,0.027944,0.469624,4.210919,1.999,0.339286,7.361637,0.14,0.053268,0.077683,3.642212,27.58,0.036424,0,0,0.006013,0.001231,1.593003,0.04665,0.001001,1.075833,0.1477,0.004279,-1.141795,62.016757,0.025977,0.882082,0.801925,0.32184,-0.736065,1.54,0.001905,2.85701,0.349924,0.016468,0.083333,0.5,0.5,0.5,0.916667,0.877,0.2505,0.36,933.534232,1.83,0.000773,1.537167,1.550672,3.141295,0.895135,3.140522,0.577256,0.496262,0.505535,0.006511,0.404012,0.385544,0.707278,0.141141,0.700767,0.366081,1,0.385544,1,0.385544,1,0.385544,0.3655,0.6555,0.84,0.991995,0.01,0.51104,1,2000,0,0,2098.814296,23.591301,0,0.516338,0.524441,1.389747,0.249142,1.389747,0.475062,1,1,5,21.3105,153,33.963051,152,1.593724,0.000455,0.014328,0.014662,0.044081,0.006887,0.043626,0.469741,0.000014,0,0.291078,0.333118,0.970276,0.238177,0.970276,0.714993,0.994646,0.997065,0.996976,0.999475,0.993918,0.996245,0.996331,0.999188
rue_2000-59,1,2000,527712.572647,0.475728,5.422234,0.29,0.027714,0.027728,0.460548,5.074436,1.999,0.343318,8.87715,0.14,0.052626,0.067374,-1.189737,25.23,0.036636,0,0,0.008345,0.003166,2.44949,0.0455,0.001225,-2.44949,0.1481,0.019106,2.44949,61.981284,0.018451,2.44945,0.854336,0.233511,-0.918189,1.56,0.002489,2.234671,0.475224,0.01391,0.125,0.5,0.5,0.5,0.875,0.905,0.194,0.33,981.78243,1.84,0.000802,1.515696,1.540771,3.140806,0.909219,3.140004,0.590106,0.502513,0.500239,0.01669,0.404614,0.387063,0.707676,0.145174,0.690987,0.375067,1,0.387063,1,0.387063,1,0.387063,0.3655,0.64,0.844,0.99117,0.011,0.512312,1,2000,0,0,2112.180965,23.82576,0,0.518756,0.527781,1.392463,0.25142,1.392463,0.476372,2,1,5,21.4055,169,36.516911,168,1.705959,0.000752,0.014497,0.014642,0.037969,0.006745,0.037218,0.460664,0.000014,0,0.290148,0.335269,0.967236,0.240662,0.967236,0.717818,0.995063,0.997147,0.997105,0.99934,0.993904,0.996278,0.996378,0.999187
rue_2000-590,1,2000,522940.125812,0.476377,5.193748,0.29,0.02768,0.027694,0.467125,3.633051,1.999,0.334457,5.820972,0.13,0.052559,0.092776,7.797222,32.86,0.036406,0,0,0.008281,0.000805,1537330477500.17,0.0495,0.0005,-1441151880.76972,0.14575,0.01775,-16118878462318.2,61.886838,0.002383,290.487899,0.865426,0.221758,-0.960607,1.61,0.002486,2.420283,0.421617,0.016234,0.0625,0.4375,0.5,0.5,0.9375,0.877,0.2525,0.32,1139.778303,1.84,0.000437,1.538408,1.545373,3.140748,0.912565,3.140312,0.590515,0.513621,0.499097,0.007136,0.400383,0.383448,0.711553,0.144704,0.704418,0.377375,1,0.383448,1,0.383448,1,0.383448,0.358,0.647,0.8395,0.995474,0.0075,0.513563,1,2000,0,0,2093.521155,23.68222,0,0.513267,0.523119,1.397134,0.249538,1.397134,0.477021,2,1,5,15.514,121,23.801766,120,1.534212,0.000037,0.014079,0.014494,0.037485,0.006772,0.037448,0.467242,0.000014,0,0.306644,0.342933,0.993601,0.239054,0.993601,0.697086,0.99496,0.996805,0.996903,0.999314,0.993811,0.996131,0.996258,0.999183
rue_2000-591,1,2000,520396.410492,0.475138,5.717254,0.28,0.028025,0.028039,0.481169,4.195895,1.999,0.342954,6.26755,0.14,0.053336,0.07655,-344.667742,29.32,0.036852,0,0,0.007413,0.00089,-1.547369,0.0483,0.001503,-1.850504,0.1305,0.008149,0.736749,62.134288,0.043285,-1.058945,0.789889,0.30096,-0.918036,1.63,0.00179,2.592673,0.390424,0.013208,0.166667,0.5,0.5,0.5,0.833333,0.9095,0.1825,0.36,1034.771242,1.83,0.000476,1.557235,1.546727,3.139628,0.905372,3.139151,0.585347,0.486205,0.507446,0.010346,0.403261,0.382277,0.694505,0.142543,0.684159,0.37288,1,0.382277,1,0.382277,1,0.382277,0.367,0.647,0.8345,0.987232,0.0085,0.512815,1,2000,0,0,2085.044731,23.472983,0,0.511768,0.521001,1.388287,0.247883,1.388287,0.475783,2,1,5,15.475,113,23.304118,112,1.50592,0.000352,0.014308,0.014616,0.043769,0.007034,0.043418,0.48129,0.000014,0,0.289879,0.328776,0.995457,0.235624,0.995457,0.716669,0.994148,0.99642,0.996443,0.999366,0.993921,0.996259,0.996352,0.999169
rue_2000-592,1,2000,517058.608043,0.47611,5.030811,0.29,0.028249,0.028263,0.462467,3.624895,1.999,0.332205,9.657935,0.14,0.053966,0.095037,0.626622,28.31,0.036848,0,0,0.007507,0.001504,0.910838,0.0474,0.0003,-0.375,0.15265,0.009953,0.375356,62.991364,0.064806,1.522325,0.808081,0.29576,-0.796554,1.62,0.001762,2.874528,0.347665,0.015504,0.015625,0.5,0.5,0.5,0.984375,0.843,0.318,0.38,843.796461,1.83,0.00444,1.580249,1.573977,3.140923,0.917755,3.136482,0.58308,0.497016,0.500942,0.008637,0.390072,0.3792,0.686234,0.1423,0.677597,0.375263,1,0.3792,1,0.3792,1,0.3792,0.3395,0.644,0.832,0.989445,0.0105,0.514276,1,2000,0,0,2069.101386,23.959916,0,0.506806,0.517017,1.362235,0.24649,1.362235,0.476754,2,1,5,22.6455,175,38.884854,174,1.717112,0.000429,0.014169,0.01462,0.040917,0.006763,0.040489,0.462583,0.000014,0,0.294993,0.333506,0.97857,0.232727,0.97857,0.697821,0.99399,0.995678,0.996108,0.999212,0.99399,0.996263,0.996381,0.999169
rue_2000-593,1,2000,520136.785456,0.476079,5.077495,0.29,0.028471,0.028486,0.448557,3.815966,1.999,0.34441,5.145484,0.13,0.052427,0.098284,0.811758,37.08,0.037386,0,-0,0.005252,0.000498,-1947206373727.12,0.0475,0.0025,-144115188075.904,0.13525,0.01275,-853438563100.499,63.510043,0.028449,164824.189491,0.858001,0.225468,-1.043825,1.7,0.0021,2.46582,0.426797,0.01415,0.041667,0.5,0.5,0.5,0.958333,0.88,0.244,0.35,973.351927,1.83,0.000129,1.538985,1.573851,3.138717,0.892851,3.138587,0.567303,0.500545,0.51169,0.011582,0.397263,0.380587,0.701637,0.145243,0.690055,0.381629,1,0.380587,1,0.380587,1,0.380587,0.3635,0.6475,0.8255,0.990285,0.01,0.51487,1,2000,0,0,2081.073653,24.646652,0,0.509452,0.520008,1.378953,0.2479,1.378953,0.476723,1,1,5,24.341,188,42.477899,187,1.745117,0.000798,0.01472,0.01482,0.043031,0.006649,0.042233,0.44867,0.000014,0,0.310473,0.341813,0.977193,0.239022,0.977193,0.699278,0.995595,0.997392,0.997492,0.999507,0.994497,0.996576,0.996693,0.999297
rue_2000-594,1,2000,523949.596906,0.4737,6.187794,0.28,0.027951,0.027965,0.471704,3.25676,1.999,0.342954,6.655954,0.14,0.053215,0.090576,5.505767,33.39,0.035608,0,0,0.006499,0.00027,-2.44949,0.0431,0.003184,2.44949,0.149,0.020821,2.44949,62.297836,0.054606,2.449486,0.844951,0.237876,-1.007065,1.69,0.002402,2.314977,0.446936,0.013725,0.125,0.5,0.5,0.5,0.875,0.901,0.201,0.32,880.909286,1.82,0.000647,1.581545,1.568133,3.140767,0.922896,3.140121,0.588532,0.498864,0.509725,0.016661,0.400543,0.385891,0.697406,0.138213,0.680745,0.358165,1,0.385891,1,0.385891,1,0.385891,0.3545,0.6555,0.849,0.991205,0.011,0.51032,1,2000,0,0,2095.968161,23.641858,0,0.516198,0.52373,1.371659,0.248429,1.371659,0.474346,2,1,5,17.5275,142,28.709935,141,1.637994,0.000563,0.01423,0.014653,0.04243,0.006914,0.041867,0.471822,0.000014,0,0.299288,0.335712,0.951959,0.234424,0.951959,0.69829,0.994748,0.99697,0.996889,0.999437,0.994112,0.996356,0.996461,0.999218
rue_2000-595,1,2000,520443.408329,0.47654,5.040696,0.29,0.028288,0.028302,0.461084,3.936109,1.999,0.339654,6.091588,0.13,0.052588,0.077549,5.428784,34.84,0.036939,0,0,0.00728,0.001048,1.188553,0.04855,0.001863,-0.38555,0.15605,0.016664,-0.458222,63.03409,0.069567,0.431717,0.801282,0.301874,-0.814714,1.61,0.00186,2.58129,0.394154,0.013521,0.013889,0.5,0.5,0.5,0.986111,0.8715,0.262,0.46,1030.18132,1.84,0.000643,1.579031,1.574076,3.141141,0.890661,3.140499,0.565831,0.496647,0.488717,0.000125,0.399542,0.381207,0.70793,0.145285,0.707805,0.381119,1,0.381207,1,0.381207,1,0.381207,0.351,0.633,0.829,0.995036,0.0075,0.514263,1,2000,0,0,2083.738599,24.087525,0,0.510327,0.520674,1.393759,0.248457,1.393759,0.477184,2,1,5,18.6705,130,28.334826,129,1.517625,0.000341,0.014575,0.014744,0.038223,0.0068,0.037882,0.461199,0.000014,0,0.296252,0.331487,0.988897,0.234952,0.988897,0.708782,0.994666,0.996382,0.996623,0.999143,0.994033,0.996295,0.996411,0.999162
rue_2000-596,1,2000,520544.047811,0.474519,5.807042,0.29,0.02815,0.028164,0.470019,5.826989,1.999,0.338178,6.013882,0.14,0.052983,0.090022,2.371726,28.74,0.036461,0,0,0.006176,0.001432,2.44949,0.0474,0.000735,-2.44949,0.1571,0.004409,2.44949,62.835106,0.054145,-2.449492,0.847817,0.236591,-0.978728,1.63,0.002384,2.42868,0.423423,0.015638,0.166667,0.5,0.5,0.5,0.833333,0.877,0.2515,0.35,1014.845474,1.84,0.002733,1.528226,1.555645,3.139154,0.905641,3.136421,0.582164,0.51616,0.492439,0.011342,0.397005,0.383106,0.702871,0.139207,0.691529,0.363364,1,0.383106,1,0.383106,1,0.383106,0.359,0.6445,0.851,0.989127,0.0105,0.51168,1,2000,0,0,2083.634736,23.73188,0,0.51223,0.520648,1.393667,0.247393,1.393667,0.475164,2,1,5,20.608,163,34.638653,162,1.680835,0.000354,0.01433,0.014671,0.038343,0.006897,0.037989,0.470137,0.000014,0,0.294227,0.335513,0.990245,0.234677,0.990245,0.699457,0.995211,0.997038,0.996934,0.999383,0.994145,0.996352,0.996467,0.999236
rue_2000-597,1,2000,518103.103518,0.475596,4.961319,0.29,0.028107,0.028121,0.465205,3.833028,1.999,0.336694,6.721751,0.14,0.053808,0.094452,12.509565,26.04,0.036817,0,-0,0.007663,0.000599,-2.525807,0.04925,0.000929,-0.667509,0.16165,0.009915,-25.021716,62.977928,0.046333,-6.859949,0.758438,0.312188,-1.130538,2.36,0.00172,2.734604,0.359768,0.013238,0.020833,0.5,0.5,0.5,0.979167,0.8755,0.2525,0.43,967.164119,1.85,0.000774,1.549245,1.562122,3.13914,0.910922,3.138366,0.583131,0.505063,0.503076,0.011773,0.396096,0.379314,0.69798,0.143709,0.686207,0.378865,1,0.379314,1,0.379314,1,0.379314,0.3665,0.6365,0.833,0.987197,0.012,0.51576,1,2000,0,0,2072.598948,23.575749,0,0.506766,0.517891,1.376585,0.246641,1.376585,0.476241,1,1,5,17.6715,124,27.396549,123,1.550324,0.000318,0.014303,0.014571,0.043473,0.00678,0.043155,0.465321,0.000014,0,0.306177,0.339595,0.982626,0.234246,0.982626,0.68978,0.99453,0.996127,0.996279,0.999312,0.993866,0.996233,0.996342,0.999226
rue_2000-598,1,2000,524952.227664,0.475007,5.572571,0.29,0.027902,0.027916,0.458793,4.418593,1.999,0.340758,6.15007,0.14,0.054165,0.074298,-0.555652,22.66,0.036066,0,0,0.007556,0.002364,5.34322,0.0485,0.001732,-59907558693.562,0.1713,0.006997,0.524477,62.281161,0.032439,-2283.5958,0.781861,0.302219,-0.968444,2.04,0.001909,2.718504,0.376137,0.014984,0.166667,0.5,0.5,0.5,0.833333,0.897,0.209,0.57,932.808515,1.82,0.00407,1.573347,1.574039,3.140652,0.89559,3.136582,0.568976,0.503309,0.49554,0.009646,0.399899,0.385668,0.693796,0.141774,0.68415,0.367607,1,0.385668,1,0.385668,1,0.385668,0.3725,0.6475,0.844,0.991646,0.012,0.513072,1,2000,0,0,2100.039915,24.131886,0,0.515308,0.524747,1.38116,0.249597,1.38116,0.475652,1,1,5,21.621,164,35.770101,163,1.654415,0.000338,0.014297,0.014656,0.036117,0.006726,0.03578,0.458908,0.000014,0,0.292953,0.3277,0.982142,0.230725,0.982142,0.704075,0.994418,0.996886,0.99687,0.999321,0.993899,0.996147,0.996323,0.999143
rue_2000-599,1,2000,518810.874703,0.475449,5.430474,0.29,0.028162,0.028177,0.456824,3.682886,1.999,0.337437,5.350184,0.15,0.05271,0.092419,28.740839,32.03,0.036668,0,-0,0.009471,0.001997,-2.44949,0.0439,0.001715,2.44949,0.1447,0.014452,-2.44949,62.925352,0.00848,2.448258,0.858001,0.23168,-0.886311,1.53,0.002136,2.83331,0.376185,0.018302,0.083333,0.5,0.5,0.5,0.916667,0.8715,0.2625,0.38,846.416336,1.83,0.001131,1.526217,1.574164,3.140046,0.906312,3.138914,0.575741,0.502061,0.508512,0.017968,0.392325,0.381112,0.696487,0.140492,0.678519,0.368637,1,0.381112,1,0.381112,1,0.381112,0.3455,0.636,0.8495,0.990886,0.0095,0.512981,1,2000,0,0,2075.573515,24.018179,0,0.50934,0.518634,1.390568,0.246918,1.390568,0.476093,2,1,5,20.5015,149,33.170984,148,1.617978,0.000618,0.014318,0.014621,0.045371,0.006681,0.044752,0.456938,0.000014,0,0.299512,0.336574,0.985059,0.231397,0.985059,0.687506,0.994743,0.996875,0.996885,0.999271,0.994014,0.996298,0.996431,0.999186
rue_2000-6,1,2000,523367.851852,0.476294,5.253414,0.29,0.028077,0.028091,0.463529,4.578379,1.999,0.334831,4.519745,0.13,0.052186,0.086198,-8.765541,36.87,0.036421,0,0,0.005937,0.00155,44002223486481.3,0.04925,0.00075,-3891110078.05755,0.1615,0.0275,-7492863880037.87,62.748724,0.045456,504233.937729,0.83647,0.23457,-1.356363,1.68,0.002554,2.271739,0.471534,0.014847,0.083333,0.5,0.5,0.5,0.916667,0.903,0.1955,0.32,986.5725,1.83,0.003548,1.548805,1.577939,3.140537,0.898887,3.136989,0.569659,0.494931,0.494603,0.015371,0.399603,0.38423,0.706903,0.143815,0.691533,0.374295,1,0.38423,1,0.38423,1,0.38423,0.3635,0.6525,0.841,0.993794,0.0105,0.513691,1,2000,0,0,2095.732703,24.1492,0,0.513778,0.523671,1.389787,0.249759,1.389787,0.476938,1,1,5,21.925,167,36.147638,166,1.648695,0.000421,0.014506,0.014718,0.040854,0.006824,0.040433,0.463645,0.000014,0,0.282624,0.327381,0.99265,0.236445,0.99265,0.722233,0.994674,0.996991,0.9971,0.999423,0.994081,0.996324,0.996483,0.999208
rue_2000-60,1,2000,523915.632969,0.476064,5.084279,0.29,0.027801,0.027815,0.460593,4.121088,1.999,0.343318,7.117866,0.13,0.052167,0.086918,1.383207,29.75,0.035631,0,0,0.006064,0.001015,1.14601,0.05005,0.000568,-1.649953,0.16135,0.011052,-1.657604,62.153076,0.043462,-1.601419,0.796178,0.302579,-0.849825,1.58,0.001443,2.879022,0.3741,0.012207,0.020833,0.395833,0.5,0.5,0.958333,0.876,0.254,0.39,1024.823794,1.83,0.004174,1.498001,1.516639,3.128644,0.875725,3.12447,0.577412,0.488974,0.480418,0.008122,0.402099,0.383321,0.698973,0.146352,0.690851,0.381799,1,0.383321,1,0.383321,1,0.383321,0.3815,0.646,0.8365,0.988076,0.0105,0.515649,1,2000,0,0,2096.155128,23.732699,0,0.512556,0.523777,1.372855,0.249689,1.372855,0.476708,1,1,5,16.081,122,24.764816,121,1.540005,0.000445,0.014196,0.014576,0.04665,0.006715,0.046205,0.460708,0.000014,0,0.278105,0.317447,0.970435,0.23516,0.970435,0.740785,0.994764,0.996086,0.996454,0.999203,0.993986,0.996296,0.996413,0.99921
rue_2000-600,1,2000,522261.864235,0.475778,5.225355,0.29,0.028184,0.028198,0.467273,4.090847,1.999,0.327654,11.569393,0.14,0.053726,0.072581,-0.909114,30.51,0.036822,0,0,0.01282,0.004528,-2.139343,0.0483,0.0009,-9,0.134,0.015884,1.402752,62.776719,0.061097,2.242135,0.801925,0.300941,-0.812791,1.63,0.00238,2.485486,0.400049,0.015783,0.055556,0.5,0.5,0.5,0.944444,0.902,0.2,0.36,1356.237968,1.83,0.011946,1.521405,1.537436,3.13735,0.914421,3.125404,0.59477,0.501695,0.488861,0.011176,0.397151,0.382528,0.709487,0.144594,0.698311,0.377996,1,0.382528,1,0.382528,1,0.382528,0.3705,0.6405,0.837,0.992899,0.007,0.514188,1,2000,0,0,2089.413104,24.002244,0,0.511887,0.522092,1.394811,0.248737,1.394811,0.476423,1,1,5,17.3605,134,26.975069,133,1.553819,0.000861,0.014394,0.014729,0.036019,0.006884,0.035158,0.46739,0.000014,0,0.282185,0.325684,0.98914,0.234209,0.98914,0.719129,0.994356,0.996574,0.996633,0.999511,0.993829,0.996097,0.996275,0.999211
rue_2000-601,1,2000,518791.501168,0.476123,5.200705,0.28,0.028089,0.028103,0.468133,4.408042,1.999,0.335578,5.87864,0.14,0.051156,0.087429,2.607418,42.37,0.036619,0,0,0.005767,0.001259,-2.44949,0.0491,0.00049,-2.44949,0.1309,0.014207,-2.44949,62.30012,0.035232,-2.449479,0.877963,0.220377,-0.734471,1.46,0.002219,2.626509,0.39348,0.016742,0.071429,0.5,0.5,0.5,0.928571,0.889,0.225,0.37,917.326096,1.84,0.002756,1.521146,1.560697,3.140932,0.920363,3.138176,0.589712,0.50093,0.495315,0.001252,0.396782,0.380646,0.703903,0.142094,0.702651,0.373297,1,0.380646,1,0.380646,1,0.380646,0.3485,0.6365,0.836,0.990174,0.011,0.513161,1,2000,0,0,2075.643403,23.775672,0,0.509246,0.518651,1.37711,0.247276,1.37711,0.476767,1,1,5,23.0225,172,38.295956,171,1.663414,0.000217,0.014268,0.014583,0.03815,0.006828,0.037932,0.46825,0.000014,0,0.287996,0.331144,0.993637,0.233605,0.993637,0.70545,0.995007,0.996893,0.997213,0.999557,0.993909,0.996241,0.996361,0.999224
rue_2000-602,1,2000,523925.858917,0.475039,5.767864,0.29,0.028075,0.028089,0.46076,5.44343,1.999,0.339286,5.167045,0.13,0.054335,0.071858,-0.524172,17.69,0.036796,0,-0,0.007273,0.000906,2.44949,0.0482,0.002205,-2.44949,0.1623,0.005144,-2.44949,62.519678,0.014568,-2.449933,0.87146,0.224318,-0.78039,1.65,0.002315,2.201921,0.476572,0.012522,0.083333,0.5,0.5,0.5,0.916667,0.8705,0.263,0.34,980.632873,1.84,0.001154,1.634427,1.589148,3.137439,0.917122,3.136285,0.577115,0.490783,0.492887,0.010699,0.404857,0.384777,0.693673,0.142139,0.682974,0.369406,1,0.384777,1,0.384777,1,0.384777,0.37,0.641,0.8445,0.991984,0.011,0.511673,1,2000,0,0,2096.388955,24.110928,0,0.515291,0.523835,1.371531,0.24918,1.371531,0.475684,2,1,5,23.037,180,40.285693,179,1.748739,0.000638,0.01452,0.014721,0.038741,0.006785,0.038103,0.460876,0.000014,0,0.280537,0.323797,0.969379,0.231575,0.969379,0.715185,0.994966,0.997051,0.997138,0.999486,0.994085,0.996311,0.996481,0.999216
