@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ubc_cheap numeric
@attribute ubc_all numeric
@attribute tspmeta numeric
@attribute eax_probing numeric

@data
rue_1500-153,1,0.91,18.23,3.66,2.845
rue_1500-154,1,0.91,18.44,4.11,2.855
rue_1500-155,1,0.99,14.11,3.9,2.835
rue_1500-156,1,1.24,18.8,4.3,2.845
rue_1500-157,1,1.13,16.35,4.34,2.785
rue_1500-158,1,1.05,17.86,4.42,2.86
rue_1500-159,1,0.96,19.04,4.27,2.735
rue_1500-16,1,1.01,18.65,4.03,2.835
rue_1500-160,1,0.92,11.77,4.85,2.815
rue_1500-161,1,0.92,12.1,4.03,2.735
rue_1500-162,1,0.97,15.39,3.91,2.735
rue_1500-163,1,0.85,17.09,3.37,2.9
rue_1500-164,1,1.1,17.1,3.77,2.86
rue_1500-165,1,0.95,19.4,3.44,2.915
rue_1500-166,1,1.19,17.26,3.5,2.835
rue_1500-167,1,1.05,15.86,3.68,2.8
rue_1500-168,1,1.11,14.41,3.83,2.785
rue_1500-169,1,1.04,17.33,3.48,2.785
rue_1500-17,1,0.91,16.96,4.76,2.865
rue_1500-170,1,1.15,16.73,3.45,2.76
rue_1500-171,1,1.16,19.97,3.45,2.87
rue_1500-172,1,1.09,15.36,3.87,2.75
rue_1500-173,1,0.9,16.23,3.91,2.805
rue_1500-174,1,1.06,17.8,4.2,2.76
rue_1500-175,1,1.15,17.39,4.32,2.735
rue_1500-176,1,1.11,18.63,4.49,2.825
rue_1500-177,1,0.88,12.62,4.41,2.77
rue_1500-178,1,1.27,12.57,3.86,2.82
rue_1500-179,1,0.99,17.61,4.44,2.805
rue_1500-18,1,1.19,15.6,4.27,2.825
rue_1500-180,1,1.03,13.62,4.06,2.825
rue_1500-181,1,1.24,18.12,3.94,2.77
rue_1500-182,1,1.03,16.35,4.56,2.79
rue_1500-183,1,1.03,17.24,3.74,2.85
rue_1500-184,1,1.13,16.83,3.96,2.745
rue_1500-185,1,0.99,24.15,3.82,2.79
rue_1500-186,1,1.16,13.6,3.51,2.795
rue_1500-187,1,0.96,18.34,3.57,2.815
rue_1500-188,1,1.16,15.92,3.3,2.775
rue_1500-189,1,0.97,17.41,4.13,2.885
rue_1500-19,1,1.12,18.3,4.08,2.845
rue_1500-190,1,1.04,15.84,4.15,2.82
rue_1500-191,1,1.03,16.89,4.23,2.99
rue_1500-192,1,1.36,17.49,4.26,2.9
rue_1500-193,1,0.99,13.17,4.89,2.77
rue_1500-194,1,1.06,19.59,4.26,2.815
rue_1500-195,1,0.95,16.45,5.1,2.845
rue_1500-196,1,0.92,14.69,4.04,2.8
rue_1500-197,1,0.94,16.1,4.86,2.795
rue_1500-198,1,0.8,14.69,4.71,2.79
rue_1500-199,1,1.02,15.34,3.58,2.83
rue_1500-2,1,1,14.96,4.05,2.815
rue_1500-20,1,0.97,19.41,3.84,2.775
rue_1500-200,1,0.94,20.14,4.4,2.845
rue_1500-201,1,0.91,16.61,4.55,2.79
rue_1500-202,1,1.25,16.86,4.57,2.85
rue_1500-203,1,1.24,14.62,4.36,2.78
rue_1500-204,1,1.05,16.2,3.69,2.72
rue_1500-205,1,0.96,16.94,4.02,2.8
rue_1500-206,1,0.93,15.93,3.71,2.9
rue_1500-207,1,0.92,20.56,3.69,2.775
rue_1500-208,1,1.1,18.96,3.83,2.815
rue_1500-209,1,1.25,14.51,3.37,2.815
rue_1500-21,1,0.91,19.28,3.81,2.775
rue_1500-210,1,0.9,19.36,3.72,2.855
rue_1500-211,1,0.98,14.61,4.05,2.8
rue_1500-212,1,1.3,16.32,3.76,2.785
rue_1500-213,1,1.04,17.2,3.43,2.845
rue_1500-214,1,1,19.39,3.66,2.745
rue_1500-215,1,1.07,16.27,3.43,2.815
rue_1500-216,1,1.04,17.17,3.38,2.925
rue_1500-217,1,0.98,18.49,4.03,2.71
rue_1500-218,1,1.13,18.57,3.82,2.925
rue_1500-219,1,1.06,17.41,4.06,2.855
rue_1500-22,1,1.12,19.36,3.31,2.81
rue_1500-220,1,0.88,15.76,4,2.89
rue_1500-221,1,1.02,21.51,3.97,2.845
rue_1500-222,1,1.25,18.29,3.53,2.875
rue_1500-223,1,1.28,19.19,3.56,2.765
rue_1500-224,1,0.95,23.94,3.85,2.895
rue_1500-225,1,0.91,16.91,3.6,2.845
rue_1500-226,1,1.04,16.85,3.75,2.85
rue_1500-227,1,0.98,21.07,3.81,2.815
rue_1500-228,1,0.93,17.35,3.49,2.865
rue_1500-229,1,1.04,13.23,3.46,2.785
rue_1500-23,1,0.89,13.7,3.68,2.805
rue_1500-230,1,1.01,20.61,3.69,2.84
rue_1500-231,1,1.14,14.27,3.99,2.9
rue_1500-232,1,0.96,17.38,4.23,2.875
rue_1500-233,1,0.75,16.5,4.05,2.82
rue_1500-234,1,1.03,20.86,4.32,2.88
rue_1500-235,1,1.04,22.1,4.89,2.855
rue_1500-236,1,1.07,14.8,4.46,2.94
rue_1500-237,1,1.04,15.36,4.18,2.84
rue_1500-238,1,1.16,19.86,3.66,2.865
rue_1500-239,1,0.85,12.26,4.43,2.71
rue_1500-24,1,0.94,15.57,3.67,2.93
rue_1500-240,1,0.75,17,3.59,2.88
rue_1500-241,1,0.97,19.57,3.87,2.675
rue_1500-242,1,1.14,16.61,4.33,2.835
rue_1500-243,1,1.02,18.48,3.7,2.795
rue_1500-244,1,1.11,15.24,3.95,2.755
rue_1500-245,1,0.99,18.33,3.76,2.825
rue_1500-246,1,0.84,11.86,4,2.795
rue_1500-247,1,0.98,12.12,3.44,2.89
rue_1500-248,1,0.96,21.15,3.48,2.735
rue_1500-249,1,1.07,13.03,3.8,2.835
rue_1500-25,1,0.94,19.85,3.84,2.785
rue_1500-250,1,1.08,15.09,3.64,2.74
rue_1500-251,1,0.95,16.44,3.65,2.795
rue_1500-252,1,1.19,14.81,3.42,2.81
rue_1500-253,1,0.85,15.55,3.91,2.855
rue_1500-254,1,1.18,15.5,3.77,2.8
rue_1500-255,1,1.42,15.01,3.94,2.855
rue_1500-256,1,0.99,19.79,4.2,2.745
rue_1500-257,1,1.01,17.12,3.63,2.86
rue_1500-258,1,1.15,13.95,4.06,2.85
rue_1500-259,1,1.22,19.79,4.01,2.85
rue_1500-26,1,0.91,14.67,4.29,2.85
rue_1500-260,1,0.95,14.37,4.04,2.765
rue_1500-261,1,1.03,13.9,4.53,2.835
rue_1500-262,1,1.15,17.9,4.63,2.78
rue_1500-263,1,0.96,17.21,4.44,2.875
rue_1500-264,1,1.08,12.17,3.76,2.765
rue_1500-265,1,1.02,18.74,3.72,2.87
rue_1500-266,1,1.31,14.52,3.79,2.89
rue_1500-267,1,1.04,17.79,3.45,2.78
rue_1500-268,1,1.17,15.72,4.04,2.8
rue_1500-269,1,1.15,14.77,3.71,2.83
rue_1500-27,1,0.77,18.18,3.98,2.75
rue_1500-270,1,1.11,18.02,4.05,2.815
rue_1500-271,1,1.19,13.7,3.99,2.785
rue_1500-272,1,1.03,16.84,3.8,2.795
rue_1500-273,1,1.12,18.17,3.92,2.86
rue_1500-274,1,1.05,19.59,4.09,2.79
rue_1500-275,1,1.1,14.65,4.04,2.87
rue_1500-276,1,0.95,13.71,3.96,2.865
rue_1500-277,1,1.1,21.16,4.08,2.795
rue_1500-278,1,0.98,13.18,3.47,2.815
rue_1500-279,1,1.06,17.16,3.75,2.805
rue_1500-28,1,0.94,19.8,4.22,2.765
rue_1500-280,1,1.15,17.63,3.57,2.805
rue_1500-281,1,0.96,14.64,3.96,2.88
rue_1500-282,1,0.93,16.5,3.45,2.725
rue_1500-283,1,1.27,15.67,4.01,2.82
rue_1500-284,1,1.05,15.06,3.41,2.83
rue_1500-285,1,1.4,16.31,4.44,2.76
rue_1500-286,1,1.19,13.62,4.04,2.73
rue_1500-287,1,0.95,21.37,3.83,2.835
rue_1500-288,1,0.96,10.73,4.16,2.77
rue_1500-289,1,0.96,13.52,3.81,2.78
rue_1500-29,1,1.05,18.99,4.11,2.885
rue_1500-290,1,1.08,18.08,3.7,2.82
rue_1500-291,1,1.06,13.92,3.66,2.84
rue_1500-292,1,0.95,17.87,3.92,2.945
rue_1500-293,1,1.14,17.86,4.05,2.715
rue_1500-294,1,0.9,15.96,3.55,2.73
rue_1500-295,1,0.99,13.71,4.03,2.835
rue_1500-296,1,0.93,15.39,3.97,2.74
rue_1500-297,1,0.91,18.27,3.84,2.78
rue_1500-298,1,1.12,20.83,4.02,2.865
rue_1500-299,1,1.03,13.8,3.96,2.88
rue_1500-3,1,0.93,15.93,3.71,2.79
rue_1500-30,1,1.15,18.31,4.16,2.895
rue_1500-300,1,0.8,17.94,3.76,2.78
rue_1500-301,1,0.77,16.62,3.79,2.785
rue_1500-302,1,1.28,17.5,3.58,2.795
rue_1500-303,1,1.03,16.16,3.59,2.695
rue_1500-304,1,0.94,19.7,3.44,2.78
rue_1500-305,1,1.22,13.7,4.07,2.88
rue_1500-306,1,1.03,12.87,3.5,2.79
rue_1500-307,1,1.19,13.72,3.69,2.86
rue_1500-308,1,0.96,15.5,3.54,2.83
rue_1500-309,1,1.16,14.1,3.76,2.88
rue_1500-31,1,0.94,12.25,4.09,2.895
rue_1500-310,1,1.01,17.52,3.79,2.885
rue_1500-311,1,0.84,20.44,3.71,2.83
rue_1500-312,1,1.06,13.24,4.14,2.93
rue_1500-313,1,1,17.67,3.41,2.825
rue_1500-314,1,0.9,14.46,3.68,2.665
rue_1500-315,1,0.96,17.04,3.79,2.78
rue_1500-316,1,0.9,16.82,3.56,2.845
rue_1500-317,1,1.12,19.48,3.96,2.74
rue_1500-318,1,1.05,19.23,3.61,2.715
rue_1500-319,1,1,15.93,3.8,2.775
rue_1500-32,1,0.91,16.01,3.74,2.815
rue_1500-320,1,1.25,17.38,4.03,2.755
rue_1500-321,1,1.08,13.13,3.57,2.835
rue_1500-322,1,1.05,14.92,3.87,2.71
rue_1500-323,1,1,16.57,4.51,2.87
rue_1500-324,1,1.06,18.44,3.94,2.845
rue_1500-325,1,1.05,17.39,3.96,2.795
rue_1500-326,1,1.11,16.78,3.98,2.8
rue_1500-327,1,0.96,19.49,3.72,2.7
rue_1500-328,1,0.87,14.81,3.45,2.7
rue_1500-329,1,0.85,17.41,3.48,2.8
rue_1500-33,1,1,20.48,3.83,2.875
rue_1500-330,1,0.8,22.09,3.85,2.775
rue_1500-331,1,0.87,20.75,3.6,2.855
rue_1500-332,1,0.99,18.36,3.47,2.92
rue_1500-333,1,0.72,18.31,3.45,2.875
rue_1500-334,1,0.85,18.39,3.46,2.885
rue_1500-335,1,0.95,17.93,3.55,2.8
rue_1500-336,1,1.29,22.02,3.67,2.785
rue_1500-337,1,0.98,19.62,4.04,2.885
rue_1500-338,1,0.93,19.51,4.02,2.65
rue_1500-339,1,1.06,14.12,4.14,2.825
rue_1500-34,1,1,16.57,4.52,2.755
rue_1500-340,1,0.91,13.71,4.36,2.83
rue_1500-341,1,1.12,17.8,4.16,2.865
rue_1500-342,1,0.89,20.05,3.65,2.81
rue_1500-343,1,1.04,19.81,3.43,2.76
rue_1500-344,1,0.87,14.55,3.99,2.9
rue_1500-345,1,0.72,15.24,3.59,2.83
rue_1500-346,1,0.98,19.55,4.17,2.805
rue_1500-347,1,1.14,18.21,3.92,2.765
rue_1500-348,1,1.23,14.89,4.33,2.87
rue_1500-349,1,0.95,16.64,4.39,2.81
rue_1500-35,1,1.05,20.34,3.47,2.835
rue_1500-350,1,0.83,19.84,3.78,2.815
rue_1500-351,1,0.92,15.44,4.17,2.895
rue_1500-352,1,1,14.18,3.74,2.955
rue_1500-353,1,0.71,13.29,3.55,2.89
rue_1500-354,1,1.08,22.28,3.48,2.745
rue_1500-355,1,0.95,19.67,3.77,2.85
rue_1500-356,1,0.63,17.98,3.61,2.89
rue_1500-357,1,1,19.31,4.09,2.86
rue_1500-358,1,0.83,25.02,3.73,2.875
rue_1500-359,1,1.07,16.41,3.37,2.715
rue_1500-36,1,1.03,19.68,3.81,2.83
rue_1500-360,1,0.69,17.07,3.94,2.83
rue_1500-361,1,0.68,13.21,3.55,2.9
rue_1500-362,1,0.89,14.57,3.54,2.795
rue_1500-363,1,0.99,15.37,3.56,2.835
rue_1500-364,1,0.87,13.15,3.71,2.85
rue_1500-365,1,0.96,15.64,3.35,2.85
rue_1500-366,1,0.87,13.78,3.44,2.74
rue_1500-367,1,1.08,19.17,3.52,2.805
rue_1500-368,1,1.12,16.67,3.59,2.82
rue_1500-369,1,0.87,14.47,3.83,2.72
rue_1500-37,1,1.41,15.74,3.28,2.835
rue_1500-370,1,0.62,15.7,4.07,2.835
rue_1500-371,1,0.63,15.02,3.66,2.885
rue_1500-372,1,1.06,17.4,3.75,2.78
rue_1500-373,1,1.24,14,3.96,2.69
rue_1500-374,1,1.1,15.39,4.23,2.785
rue_1500-375,1,1.08,13.59,3.86,2.89
rue_1500-376,1,0.93,20.59,4.21,2.905
rue_1500-377,1,1.1,21.93,4.07,2.95
rue_1500-378,1,1.01,23.37,4.41,2.945
rue_1500-379,1,1.03,12.43,3.81,2.71
rue_1500-38,1,0.96,15.25,4.21,2.835
rue_1500-380,1,0.95,17.68,4.02,2.845
rue_1500-381,1,1.22,16.51,3.71,2.915
rue_1500-382,1,1.14,19.7,3.72,2.895
rue_1500-383,1,1.04,16.39,3.71,2.845
rue_1500-384,1,1.05,13.08,3.87,2.84
rue_1500-385,1,1.08,20.9,3.7,2.835
rue_1500-386,1,0.95,12.9,3.71,2.875
rue_1500-387,1,1.1,16.28,3.68,2.68
rue_1500-388,1,1.12,13.85,3.89,2.805
rue_1500-389,1,1.12,13.41,3.88,2.745
rue_1500-39,1,1.13,15.95,3.56,2.87
rue_1500-390,1,1.06,24.52,5.09,2.895
rue_1500-391,1,0.98,18.11,4.5,2.84
rue_1500-392,1,0.92,15.36,4.64,2.815
rue_1500-393,1,0.92,15.68,3.98,2.895
rue_1500-394,1,0.94,14.65,4.16,2.715
rue_1500-395,1,1.07,21.09,3.64,2.87
rue_1500-396,1,1.13,16.31,3.98,2.895
rue_1500-397,1,0.95,13.18,3.53,2.935
rue_1500-398,1,0.97,16.33,4.34,2.84
rue_1500-399,1,1.06,17.47,3.76,2.705
rue_1500-4,1,0.95,20.94,3.49,2.865
rue_1500-40,1,0.9,17.79,3.89,2.72
rue_1500-400,1,0.83,20.55,3.55,2.795
rue_1500-401,1,0.81,16.23,4.21,2.835
rue_1500-402,1,0.97,17.76,4.18,2.865
rue_1500-403,1,0.83,18.14,3.61,2.895
rue_1500-404,1,0.83,12.67,3.79,2.825
rue_1500-405,1,0.76,15.43,4.4,2.865
rue_1500-406,1,0.96,13.18,3.93,2.84
rue_1500-407,1,1,18.56,3.67,2.835
rue_1500-408,1,1,15.36,3.88,2.815
rue_1500-409,1,1.11,15.09,3.5,2.82
rue_1500-41,1,0.98,20.06,3.81,2.83
rue_1500-410,1,0.95,14.82,4.02,2.775
rue_1500-411,1,1.02,16.23,4.14,2.78
rue_1500-412,1,0.72,15.26,3.7,2.88
rue_1500-413,1,0.85,16.89,3.99,2.885
rue_1500-414,1,0.58,15.65,3.64,2.84
rue_1500-415,1,0.9,16.54,3.88,2.83
rue_1500-416,1,1.15,14.5,3.94,2.815
rue_1500-417,1,0.87,17.08,3.81,2.875
rue_1500-418,1,1.04,14.58,4.06,2.81
rue_1500-419,1,1.3,19.18,3.77,2.85
rue_1500-42,1,1.22,15.96,3.44,2.825
rue_1500-420,1,0.99,13.51,3.71,2.805
rue_1500-421,1,1.26,17.59,3.83,2.865
rue_1500-422,1,0.89,19.31,3.8,2.865
rue_1500-423,1,0.79,18.9,3.48,2.825
rue_1500-424,1,0.72,14.83,3.65,2.79
rue_1500-425,1,1.21,23.91,3.96,2.845
rue_1500-426,1,1.17,16.48,3.48,2.815
rue_1500-427,1,1.13,11.99,3.73,2.775
rue_1500-428,1,1.05,14.09,3.44,2.825
rue_1500-429,1,0.97,18.51,3.42,2.83
rue_1500-43,1,1.05,18,3.84,2.81
rue_1500-430,1,1.33,13.74,3.53,2.83
rue_1500-431,1,0.98,16.96,3.68,2.855
rue_1500-432,1,1.1,21.38,3.57,2.815
rue_1500-433,1,0.98,17.96,3.23,2.825
rue_1500-434,1,1.17,15.7,3.8,2.85
rue_1500-435,1,0.99,13.8,3.68,2.775
rue_1500-436,1,1.08,18.65,3.65,2.885
rue_1500-437,1,1.01,13.7,3.9,2.825
rue_1500-438,1,1,15.16,3.85,2.855
rue_1500-439,1,1.02,17.46,3.82,2.785
rue_1500-44,1,1.09,21.22,3.75,2.78
rue_1500-440,1,0.94,18.33,3.49,2.8
rue_1500-441,1,0.93,21.17,4.02,2.75
rue_1500-442,1,0.87,17.88,3.69,2.855
rue_1500-443,1,1.05,16.04,3.9,2.765
rue_1500-444,1,0.98,18.08,3.79,2.85
rue_1500-445,1,0.88,18.63,4.04,2.905
rue_1500-446,1,0.84,17.5,4.21,2.885
rue_1500-447,1,1.01,17.1,4.13,2.965
rue_1500-448,1,0.95,19.4,3.81,2.88
rue_1500-449,1,1.08,14.16,3.72,2.73
rue_1500-45,1,1.07,14.24,4.32,2.825
rue_1500-450,1,1.22,15.82,3.55,2.915
rue_1500-451,1,0.9,15.11,4.07,2.885
rue_1500-452,1,0.91,19.88,4.02,2.835
rue_1500-453,1,1.02,18.9,3.68,2.82
rue_1500-454,1,1.19,18.67,3.55,2.795
rue_1500-455,1,0.97,14.18,4.15,2.76
rue_1500-456,1,1.11,16.47,4.41,2.655
rue_1500-457,1,1.24,20.65,3.93,2.915
rue_1500-458,1,0.91,15.85,3.82,2.88
rue_1500-459,1,1.01,13,4.06,2.795
rue_1500-46,1,1.14,14.13,4.24,2.78
rue_1500-460,1,1.07,14.7,3.9,2.845
rue_1500-461,1,1.03,21.07,4.16,2.9
rue_1500-462,1,1.05,19.24,3.57,2.885
rue_1500-463,1,0.95,16.04,4.26,2.795
rue_1500-464,1,1.1,18.82,4,2.71
rue_1500-465,1,1.1,16.08,3.94,2.73
rue_1500-466,1,0.95,22.72,4.29,2.785
rue_1500-467,1,0.91,14.07,4.24,2.785
rue_1500-468,1,0.93,14.09,3.92,2.77
rue_1500-469,1,1.12,9.97,3.38,2.725
rue_1500-47,1,1.04,25.13,3.97,2.855
rue_1500-470,1,0.94,17.99,4.03,2.8
rue_1500-471,1,1.2,20.99,4.35,2.825
rue_1500-472,1,1.21,11.59,4.1,2.785
rue_1500-473,1,1.1,13.92,3.95,2.84
rue_1500-474,1,1.16,14.4,4.1,2.815
rue_1500-475,1,1.04,16.07,3.99,2.76
rue_1500-476,1,1.06,13.35,4.38,2.81
rue_1500-477,1,1.09,11.28,3.66,2.77
rue_1500-478,1,0.94,18.42,4.1,2.75
rue_1500-479,1,1,18.59,4.24,2.72
rue_1500-48,1,1.05,21.89,3.75,2.815
rue_1500-480,1,1.05,18.35,4.02,2.815
rue_1500-481,1,1.03,16.56,4.58,2.82
rue_1500-482,1,1.1,13,4.39,2.78
rue_1500-483,1,1.29,11.88,4.91,2.765
rue_1500-484,1,0.82,18.23,4.21,2.765
rue_1500-485,1,1.05,16.78,4.83,2.9
rue_1500-486,1,1.02,11.92,3.92,2.815
rue_1500-487,1,0.93,19.27,3.86,2.77
rue_1500-488,1,1.24,17.65,3.92,2.885
rue_1500-489,1,1.12,17.29,3.92,2.775
rue_1500-49,1,0.94,16.85,3.98,2.8
rue_1500-490,1,0.97,15.95,3.88,2.69
rue_1500-491,1,1.13,19.54,3.77,2.775
rue_1500-492,1,1.12,15.82,4.36,2.875
rue_1500-493,1,0.98,10.32,3.8,2.845
rue_1500-494,1,1.18,22.65,3.94,2.81
rue_1500-495,1,0.93,18.23,3.86,2.83
rue_1500-496,1,0.9,20.09,3.83,2.79
rue_1500-497,1,1.08,17.95,3.89,2.805
rue_1500-498,1,1.01,19.38,3.54,2.74
rue_1500-499,1,0.89,17.76,3.45,2.815
rue_1500-5,1,1,18.82,3.65,2.835
rue_1500-50,1,1.01,16.28,3.68,2.88
rue_1500-500,1,0.83,18.3,3.9,2.815
rue_1500-501,1,0.99,20.64,3.74,2.905
rue_1500-502,1,1.04,18.61,4.48,2.73
rue_1500-503,1,1.01,17.34,3.99,2.935
rue_1500-504,1,1.2,15.18,4.43,2.79
rue_1500-505,1,1.02,15.48,4.14,2.715
rue_1500-506,1,1.21,18.47,4.22,2.865
rue_1500-507,1,1.34,16.98,4.12,2.78
rue_1500-508,1,0.98,13.41,3.94,2.835
rue_1500-509,1,0.95,18.52,3.74,2.895
rue_1500-51,1,1.01,18.77,4.26,2.9
rue_1500-510,1,0.87,17.46,4.58,2.82
rue_1500-511,1,0.88,11.35,3.99,2.8
rue_1500-512,1,0.87,18.07,4.46,2.85
rue_1500-513,1,0.72,15.14,3.86,2.67
rue_1500-514,1,0.88,13.83,4.22,2.865
rue_1500-515,1,0.94,20.36,4.13,2.915
rue_1500-516,1,1,17.15,4.97,2.79
rue_1500-517,1,0.97,19.67,4.38,2.865
rue_1500-518,1,0.95,16.14,4.16,2.79
rue_1500-519,1,1.11,15.62,4.24,2.71
rue_1500-52,1,1.08,13.12,3.8,2.775
rue_1500-520,1,1,15.92,4.42,2.705
rue_1500-521,1,0.83,15.95,4.27,2.89
rue_1500-522,1,1.03,17.62,4.18,2.9
rue_1500-523,1,1.19,21.27,4.04,2.72
rue_1500-524,1,0.86,11.5,4.46,2.815
rue_1500-525,1,0.82,15.05,3.9,2.765
rue_1500-526,1,0.99,14.61,4.32,2.86
rue_1500-527,1,1.1,17.05,4.25,2.845
rue_1500-528,1,1.04,13.94,4.5,2.88
rue_1500-529,1,0.85,16.14,4.13,2.79
rue_1500-53,1,1.2,16.05,4.09,2.88
rue_1500-530,1,0.93,15.52,3.34,2.845
rue_1500-531,1,1.13,19.46,3.42,2.76
rue_1500-532,1,1.05,19.36,4.43,2.765
rue_1500-533,1,0.98,20.5,4.32,2.815
rue_1500-534,1,0.95,17.16,4.28,2.865
rue_1500-535,1,1.14,17.09,3.43,2.81
rue_1500-536,1,0.91,16.27,4.07,2.855
rue_1500-537,1,1,19.17,4.42,2.86
rue_1500-538,1,0.93,21.12,3.6,2.9
rue_1500-539,1,1.1,17.7,3.61,2.79
rue_1500-54,1,0.97,17.22,4.15,2.935
rue_1500-540,1,1,20.64,4.02,2.785
rue_1500-541,1,1.01,15.79,3.78,2.76
rue_1500-542,1,1.26,13.67,4.05,2.78
rue_1500-543,1,0.94,14.48,4.13,2.785
rue_1500-544,1,1.24,16.62,4.06,2.72
rue_1500-545,1,0.93,14.71,3.58,2.705
rue_1500-546,1,1.22,10.86,3.98,2.865
rue_1500-547,1,0.96,13.62,4.19,2.79
rue_1500-548,1,1.07,18.47,4.12,2.81
rue_1500-549,1,1.38,12.47,4.59,2.82
rue_1500-55,1,0.98,17.92,3.75,2.85
rue_1500-550,1,1.22,20.57,4.3,2.84
rue_1500-551,1,1.14,15.17,4.04,2.9
rue_1500-552,1,0.94,18.79,4.42,2.755
rue_1500-553,1,1.15,12.32,4.25,2.87
rue_1500-554,1,1.09,15.73,3.79,2.775
rue_1500-555,1,1.17,13.85,4.14,2.79
rue_1500-556,1,1.03,15.35,3.53,2.855
rue_1500-557,1,1.14,13.94,4.01,2.95
rue_1500-558,1,0.92,17.5,4.02,2.85
rue_1500-559,1,0.98,14.43,4,2.75
rue_1500-56,1,0.98,17.56,3.98,2.84
rue_1500-560,1,1.16,17.99,4.04,2.83
rue_1500-561,1,1.13,19.55,4.11,2.825
rue_1500-562,1,1.34,14.54,4.38,2.775
rue_1500-563,1,1.23,23.83,4.65,2.885
rue_1500-564,1,1.17,15.75,4.66,2.79
rue_1500-565,1,1.08,14.15,4.71,2.81
rue_1500-566,1,1.33,14.35,4.66,2.84
rue_1500-567,1,1.04,16.07,4.65,2.8
rue_1500-568,1,0.81,14.57,3.8,2.73
rue_1500-569,1,0.87,21.44,3.94,2.9
rue_1500-57,1,0.81,20.05,4.08,2.86
rue_1500-570,1,0.96,16.88,3.81,2.83
rue_1500-571,1,1.02,12.31,3.73,2.72
rue_1500-572,1,0.97,12.54,3.6,2.745
rue_1500-573,1,1.25,18.84,3.42,2.815
rue_1500-574,1,0.93,19.93,3.47,2.75
rue_1500-575,1,0.95,14.81,3.88,2.71
rue_1500-576,1,1.04,16.59,3.79,2.785
rue_1500-577,1,0.93,14.91,3.25,2.9
rue_1500-578,1,0.83,13.71,3.96,2.81
rue_1500-579,1,0.93,17.09,3.65,2.675
rue_1500-58,1,0.93,16.55,3.91,2.87
rue_1500-580,1,1.05,16.4,4.3,2.915
rue_1500-581,1,0.87,17,4.1,2.875
rue_1500-582,1,0.63,21.13,4.8,2.82
rue_1500-583,1,0.85,17.78,4.3,2.925
rue_1500-584,1,1.08,15.39,3.97,2.88
rue_1500-585,1,0.89,16.58,3.67,2.735
rue_1500-586,1,0.87,21.39,3.54,2.77
rue_1500-587,1,0.75,10.55,3.7,2.78
rue_1500-588,1,0.92,18.12,3.75,2.845
rue_1500-589,1,0.99,13.95,3.69,2.765
rue_1500-59,1,1.06,14.33,3.59,2.82
rue_1500-590,1,1.1,16.35,4.2,2.855
rue_1500-591,1,0.91,19.3,4.41,2.82
rue_1500-592,1,0.85,13.81,3.97,2.91
rue_1500-593,1,1.03,17.27,3.58,2.89
rue_1500-594,1,0.99,17.23,3.86,2.845
rue_1500-595,1,0.97,19.3,3.77,2.91
rue_1500-596,1,0.98,13.84,3.48,2.83
rue_1500-597,1,1.12,12.88,3.51,2.975
rue_1500-598,1,0.99,13.14,3.36,2.8
rue_1500-599,1,0.91,16.22,3.59,2.775
rue_1500-6,1,1.2,22.48,4.06,2.805
rue_1500-60,1,1.13,18.02,3.49,2.855
rue_1500-600,1,0.91,14.49,3.79,2.925
rue_1500-601,1,0.96,16.79,4.25,2.78
rue_1500-602,1,0.91,14.79,4.02,2.76
rue_1500-603,1,1.36,18.94,3.35,2.75
rue_1500-604,1,1.04,19.68,3.63,2.795
rue_1500-605,1,1.02,19.9,3.71,2.91
rue_1500-606,1,1,10.62,3.51,2.755
rue_1500-607,1,0.96,18.53,3.38,2.78
rue_1500-608,1,1.03,19.96,3.43,2.8
rue_1500-609,1,1.05,20.15,3.56,2.865
rue_1500-61,1,1.19,18.35,3.88,2.89
rue_1500-610,1,0.99,15.03,3.95,2.77
rue_1500-611,1,1.08,18.37,4.04,2.805
rue_1500-612,1,1.17,16.55,3.86,2.78
rue_1500-613,1,0.93,16.06,4,2.785
rue_1500-614,1,0.86,17.49,4.1,2.725
rue_1500-615,1,1.01,17.59,4.13,2.85
rue_1500-616,1,0.99,15.97,4.19,2.76
rue_1500-617,1,1.13,19.87,4.18,2.73
rue_1500-618,1,0.95,17.45,3.61,2.895
rue_1500-619,1,1.02,18.91,3.8,2.93
rue_1500-62,1,1.07,13.72,4.22,2.755
rue_1500-620,1,1.11,15.75,4.17,2.92
rue_1500-621,1,0.98,16.79,3.96,2.85
rue_1500-622,1,0.96,18.21,3.64,2.7
rue_1500-623,1,1.04,22.24,3.85,2.71
rue_1500-624,1,1.15,13.2,3.73,2.775
rue_1500-625,1,0.93,14.46,3.59,2.9
rue_1500-626,1,1,16.35,3.93,2.91
rue_1500-627,1,1.01,13.03,4.22,2.755
rue_1500-628,1,0.96,19.58,4.29,2.79
rue_1500-629,1,0.95,16.07,4.01,2.75
rue_1500-63,1,0.99,14.51,4.2,2.82
rue_1500-630,1,1.24,22.75,4.38,2.91
rue_1500-631,1,1.3,16.64,3.66,2.715
rue_1500-632,1,1.03,16.94,3.35,2.87
rue_1500-633,1,0.97,13.81,3.77,2.7
rue_1500-634,1,0.96,12.29,3.63,2.78
rue_1500-635,1,1.39,14.75,4.07,2.655
rue_1500-636,1,1.04,16.66,3.6,2.75
